X,Y,Z
-9.202885,-6.345961,-5.158205
7.040545,0.50773716,16.365396
-12.883344,-15.047605,-4.195718
6.6322093,-10.362027,8.688319
-14.419358,-9.865297,4.8501196
7.939046,10.345765,-4.3890452
-18.24214,-7.681001,4.071209
2.3203034,-10.065795,6.9348497
-8.018727,-1.4810866,5.7118235
-10.132795,11.588801,7.2382135
-2.750714,4.9916778,5.322134
-9.638344,-10.619215,-6.545448
18.968067,8.152162,-2.7332315
-6.098358,-12.218197,11.836807
-6.0637484,-15.774143,11.634424
9.622246,13.24959,1.7507858
4.9189773,19.90845,2.5835176
4.594985,9.669986,11.265411
-19.62524,0.42336756,9.220754
6.400384,-1.3900657,15.426987
6.9198313,0.7930027,15.341576
-7.704525,-12.63665,-2.405011
-0.6175553,-17.004723,-0.19937642
0.17837636,4.8375034,18.40066
2.6480408,-11.04616,7.983973
-2.8596766,17.786043,-1.1687152
-9.299694,-3.1391773,11.018022
-15.2325535,13.914454,1.151123
-2.1027505,4.869208,-5.3458676
7.544057,0.0105802985,2.1992195
3.714855,-7.984679,12.810758
1.1366987,3.1456668,9.208377
-10.327333,0.15208803,16.850637
4.5174956,9.734761,-6.587855
2.696358,5.9441366,3.190611
-2.4268167,-3.0636315,-13.659792
20.682938,-5.0919847,-7.689045
-12.145013,-3.4427154,-7.25864
-17.291412,0.67364913,11.3670025
-8.743909,3.2741804,12.314802
5.636627,18.048653,6.844612
-4.495698,1.2643749,-3.5790093
-13.735645,-8.135223,-0.48047912
13.250591,6.5219336,7.5375714
4.022151,-7.591494,9.4920025
-10.83148,-0.39347953,7.9567385
-14.282247,10.828777,3.9898438
7.2383585,-10.612103,-4.491369
8.130766,-4.100541,9.168064
-0.9662662,7.9592357,-9.478182
-8.462239,-3.4010608,12.806588
-0.6946349,-9.258831,-3.5210426
-18.738764,3.8769739,0.6195759
-13.327438,9.517771,5.2254896
-9.1859865,2.856633,-3.4979413
0.12712382,-16.690142,2.2118802
14.44898,8.072395,7.576406
-15.423346,1.4484143,8.880631
12.876207,-3.8326094,7.0408564
-9.628883,-14.576212,-3.992879
10.18632,10.321691,9.120861
14.162496,5.6789656,-2.6997838
4.8586426,-6.746081,-6.255531
-9.9702215,3.8299437,-4.182749
9.511693,11.104552,3.6187782
3.6338406,16.045013,2.3794122
-11.041149,-15.469598,8.989534
15.094952,-3.3917117,-0.6906314
-13.353627,-14.367441,9.222394
-14.913273,-10.465117,8.282981
-6.944727,-10.390627,-1.1484914
-0.7367168,0.6337166,-3.3351815
2.7016888,19.331945,3.999483
0.05039343,9.060909,2.0980706
10.001292,9.384553,8.790963
-12.143301,-12.034174,11.437604
-3.8652675,-19.792799,0.04811794
-1.2042793,-0.88291234,1.9821216
-1.6825871,-3.8948228,8.075424
4.400713,12.946657,-0.53052616
16.30642,2.1395397,-0.22798511
-2.607092,0.7724291,14.777334
-0.26785824,14.580226,10.870173
0.670201,-17.222666,-4.2753744
-1.807226,-9.964241,1.6918066
4.745168,6.9162207,17.29551
-8.663252,19.927898,5.2249584
5.205741,11.929966,1.5848091
-9.863829,-11.258359,1.6306118
-5.1455693,-1.5816422,-18.37675
-12.275296,-11.996715,-5.36456
11.751796,-3.1023204,12.329109
-8.848693,12.247016,7.571473
-9.499432,-16.408169,10.814818
7.83746,11.511615,8.199583
-1.0861702,17.847845,-3.1055822
16.718576,9.357981,-3.4075375
11.194863,9.930994,9.133011
-8.497134,-0.25912714,12.542229
17.255983,8.273213,-2.8341177
4.4293747,9.580739,10.412224
-13.163371,-14.852155,9.920841
-12.635418,2.2856588,9.714623
3.6139483,-11.569895,1.8391753
7.6958175,-1.2498238,7.558404
-12.728114,-12.636422,7.604973
8.289745,15.425443,-6.504067
-11.727909,14.180448,-0.5606189
-12.081387,-11.651263,11.430876
-13.70986,-13.136329,0.3654731
-4.998137,4.506524,17.521442
-1.9130439,-10.683112,-4.10885
9.948656,9.433283,3.975704
-14.179254,-2.3920388,-7.590802
-0.6404899,9.754199,3.7324173
-5.567475,20.2894,-0.23340452
-9.054343,-13.33826,9.263772
-5.6681848,20.697407,-1.8914794
-8.618292,-0.91428465,16.015285
-7.535838,4.242621,1.5793267
-6.7717676,18.690552,-0.8809165
-8.865961,-11.585485,-6.7325745
-4.4454784,16.96675,7.2628236
-3.1721926,-4.1270013,-2.2010038
-10.767451,2.6470926,11.153763
-9.799162,0.19183825,8.219565
9.715402,11.715982,1.0924758
-1.60247,-15.443576,2.757222
5.1351695,-8.032013,4.9037347
13.0903,-1.2360797,2.9958756
-1.2774516,-17.916403,-5.3461075
-11.093608,-10.329436,11.837404
9.236823,-13.611363,0.052060887
2.270935,14.542658,14.918535
12.177427,8.035752,-3.2142444
-1.447019,-13.185668,-4.115887
8.42032,-10.246685,13.905793
-8.511157,10.104891,3.9281836
9.219194,1.6081383,0.38380888
1.0949699,8.762573,4.107546
7.571978,12.449831,0.5518574
-1.9985234,-7.857325,0.39839196
0.09952868,3.335487,19.61389
-11.600078,4.5965066,11.181874
-8.049084,-9.2028,-0.39177996
-13.634555,-4.5542307,4.669764
-12.488578,-13.316902,7.0841155
-15.705596,1.8641685,6.8383102
-1.2825605,-18.559341,-3.3542016
1.5286243,-11.516449,12.727026
1.447466,8.78664,2.962968
-13.167806,-13.774288,-1.0721008
7.851012,6.4969363,15.6609535
1.1048275,-15.755722,6.65474
-2.087124,-8.89102,9.192067
9.838074,-14.472742,0.74387044
-8.65417,17.324076,7.3503876
-11.966632,-5.4852996,2.9507473
10.428863,-14.379549,1.7190899
-11.638474,-15.030782,6.230686
-11.720664,-3.9773247,-8.134805
12.060433,7.2411284,6.7323737
-10.87394,-13.184748,-2.8727865
-13.059108,-2.2579236,12.076662
6.1416416,-4.205247,0.38569134
-10.231458,-3.4911323,-9.3182335
9.803981,-2.0070002,13.650306
10.359561,5.268971,4.6620893
-4.486896,-10.398761,-7.603926
-0.0735423,2.2611217,8.970515
17.100609,9.068229,-1.237775
-9.510826,-0.9851053,15.9355955
-11.020481,-9.990842,12.198495
-10.838684,-1.492535,1.9149959
-1.6260401,-16.513168,-5.4050364
10.887713,-14.530425,-0.20184307
4.8651185,8.378273,-15.483774
3.197057,-2.128146,1.6142904
-10.232099,-10.064877,12.612248
3.3641546,19.892958,4.8501444
-18.101542,-2.431859,10.366411
8.338003,15.358659,-3.4021742
-6.8423615,-3.1704464,16.47564
13.093539,-4.6165605,13.94792
-4.1077075,-6.649635,-4.5194955
3.5164824,-18.49874,3.7827036
-7.270908,-8.445689,12.360185
11.094414,9.136517,5.617626
-5.0135365,-15.191652,-5.0174093
8.211498,7.847987,0.6238752
-7.9443483,0.0062046256,-17.280996
-10.689454,-3.2379582,11.6174555
-12.47744,0.31616843,-6.895202
11.717364,9.28074,-3.187766
3.897709,11.514371,-0.043975588
-7.0891175,11.147434,5.2817903
1.0333418,7.9996996,21.010838
2.6268175,-2.219488,17.103552
2.9585192,-14.715261,6.746269
-0.72100854,-9.020425,7.0946283
-4.2661037,-7.6348567,4.4435287
-16.735313,12.533541,0.7004389
-9.143625,19.690693,4.5812325
8.324738,-4.167668,11.217831
-3.4863832,4.8611083,6.26326
-4.802833,9.846736,1.6638176
2.4741395,-16.210213,-1.8089824
-0.86302096,-19.155245,0.9000168
-9.090852,1.2412812,15.878929
-1.4859413,-3.7588706,7.5942473
1.4821594,-13.91382,7.8548946
-3.2542825,-0.27289686,-18.120865
-0.80541706,13.030028,-9.405783
-2.7335956,-3.368593,8.101047
3.0367625,18.859348,5.9792438
-13.90901,-8.5283985,-0.75746644
0.53195053,-16.025955,3.2565358
-0.7666143,-3.9293237,3.1106918
-7.9781933,-11.358069,5.8215446
-6.631028,12.048133,14.874072
12.983605,-4.5433216,-7.085792
8.676917,12.728533,2.486771
-0.37620503,4.6526117,10.108259
17.710812,9.324598,-4.648221
18.85511,-4.1751084,-9.153477
-12.443256,-0.17466655,-10.435952
-5.761908,0.48764083,-4.9897437
-3.7178185,0.70846677,15.116767
16.631935,8.849155,-1.8583533
-4.1558976,-9.147323,-9.747536
7.689304,-14.004316,0.38483667
-19.69098,-1.7327905,9.452133
10.835572,13.090598,3.005758
2.26273,-5.9261823,13.595432
-11.191783,-0.9287003,-8.6169
-15.021643,-13.548015,-4.908545
3.2162519,16.225044,1.9866855
7.973964,6.3689647,2.5576189
11.599228,15.461192,-3.970514
-2.2910047,1.2911419,15.301083
-11.807046,-11.88259,-5.982125
15.593262,10.651982,-9.934524
-7.7239904,1.2941461,-6.011238
-0.52276325,-19.239805,2.8840256
-8.5980215,-2.3216405,-9.405017
3.5810802,18.077724,4.4199314
-12.947006,-14.852619,10.342926
10.914331,-1.8808228,11.641054
-6.6035805,2.0569642,21.225708
10.677126,-1.8683856,2.111359
-9.742256,-1.5830284,3.2013624
-9.339237,-1.92147,12.917991
-7.31112,-2.7832482,16.399551
17.0456,8.764262,-3.7730367
-11.887752,-16.272564,0.9074312
-9.304643,-14.240027,11.560643
-1.016356,7.637057,13.889466
7.1554446,-3.581092,10.157936
-13.370357,14.331544,0.008011318
-18.012156,-0.7074455,11.033273
9.091583,-14.890667,0.82064414
-8.359488,-4.5036154,12.85167
11.359216,-15.926187,-0.20516312
3.3284547,8.151499,11.410945
8.207626,-4.51758,11.745376
-5.840647,22.555136,1.2595758
17.797297,9.294161,-4.1988506
4.2644696,17.659445,3.1036165
-4.9222264,-5.5924587,10.29172
-14.30862,-8.560356,-1.6774411
15.5142,10.770622,-4.271848
-3.7528846,9.266097,11.249771
2.6768208,-16.440788,0.9633372
12.040271,-6.3756547,6.1956935
-2.4601774,1.1317557,13.195065
-10.635627,-13.175155,6.4387827
-12.407499,-10.103357,3.0360246
-4.0335326,4.245848,0.40552646
-9.3702345,-7.6600175,-5.0279775
-6.0639167,-12.865987,10.848218
12.824317,13.9906435,-2.9661436
-5.046094,-6.92365,3.5338051
-16.108847,11.939394,3.7482998
-8.171598,-15.467429,-10.999129
-5.275759,18.265049,6.5564985
-7.2552056,-2.9670131,-8.93873
11.87368,5.882862,-8.473513
5.037392,-6.748792,-8.640592
-5.043711,-12.632137,5.1277633
-8.887434,19.78885,5.82736
2.0898707,15.277321,15.979807
2.303453,-17.368616,0.67978096
0.83899623,-15.540699,2.981434
14.519308,10.287942,5.6494875
-0.10628655,4.4209023,20.18672
6.210068,18.047804,2.5177763
8.458102,-0.48911697,15.293245
-7.9599657,18.454622,5.1529493
1.452634,-11.013537,-0.6500695
-10.538761,-2.1728096,-8.276193
3.0746388,12.523535,-1.079938
7.433031,-10.157357,11.948574
2.241599,-12.465713,0.46616873
0.65113956,-9.70049,2.2484202
-7.2502007,11.2092,5.2651854
-5.234386,-4.6726227,10.067491
-17.587374,-3.4273593,10.1306
-12.029107,-3.3178842,5.596275
-1.4456196,-4.061152,7.4307523
-6.166889,-3.1299288,-4.4251375
10.415015,9.547051,4.0215387
-4.782529,-14.205347,-9.037098
-14.961543,-10.461806,4.712126
-7.5609035,18.15525,0.22348338
-5.916633,-12.607206,-8.230677
0.59860253,7.319835,20.507332
-13.388713,-11.083049,-6.0850816
0.8000836,-9.22628,7.8982854
14.865541,-1.6317872,5.924528
0.18586214,-15.409259,1.7968758
-14.023576,11.867017,5.863844
-9.451152,-11.03296,-4.6174765
16.874117,-10.213701,-0.6804701
-12.640645,-14.731511,3.196307
-9.406658,-1.8749806,-8.779018
2.782127,-8.407364,13.791925
-1.4141517,13.818771,9.574157
-14.628998,9.872391,5.852859
-8.428099,-3.9392128,19.052689
-6.564433,-10.199745,7.0142198
-4.9090104,22.491268,1.797412
-8.094435,-12.450216,10.171546
10.060499,16.606722,-6.6444964
13.860362,5.2489657,14.209773
8.994503,-11.920071,11.680859
-9.176255,-6.356088,0.38472304
8.796906,-14.491373,-0.15149495
-11.316673,2.703393,2.7535436
-8.595299,-1.6938196,-7.0955267
13.779644,7.4275823,7.006433
6.433702,6.4691467,15.356744
-0.19680658,-7.693227,-1.2865192
-11.334355,-13.288989,-3.3862686
0.75307417,15.439564,13.352078
-4.9618554,-5.7487774,10.236889
6.9819956,7.8335648,3.6619883
12.771616,14.952183,-2.714541
10.132016,-15.06101,-0.7300777
11.657467,15.184569,-5.0482764
-9.05519,-1.8192303,-8.137246
13.731782,11.16356,-8.494801
7.749628,12.618375,2.2275677
9.231249,-7.893767,2.444053
-13.686979,0.94732237,6.4709883
-9.4392395,-2.1617568,-8.815906
1.5486857,-17.08024,7.839741
-3.874004,0.9590931,14.3850565
-4.6602063,16.907118,1.7819612
0.79444814,10.94089,-1.0159985
1.3425759,-14.829782,-0.81195736
9.601568,-14.233071,-0.3163111
-9.306628,-11.723809,11.584118
-4.6168537,18.654964,7.316684
11.595135,-13.971373,-4.306137
-7.0180197,17.143723,1.0998752
13.392878,-10.740493,2.11404
-6.183368,20.444569,-2.4394548
1.4467145,-16.772715,8.143725
-10.857187,-11.255867,9.415206
-4.7043614,-6.4488645,-4.499448
3.0015366,12.448938,2.414146
-12.4839325,-8.5974655,5.5495043
-0.18320796,16.533646,-2.5402026
11.411507,16.285007,-6.625991
11.978595,11.786269,1.4367663
2.790525,0.1282819,15.407756
-3.7289493,-2.125533,-15.350578
1.183875,-2.8933542,7.8096886
3.1822915,12.425675,-1.6293262
1.9995223,-16.51527,-1.582892
9.604669,-7.796881,2.5377796
-5.3135676,-6.2158794,10.188791
11.808894,11.3333,1.2258874
11.934302,11.246367,9.190819
13.096616,6.4119077,6.7572575
-1.6807466,20.869312,-3.0765984
5.606114,-2.5349782,13.427787
-5.8414464,8.263628,3.503162
-14.526397,1.9563327,8.65617
6.4075117,2.1894746,6.9341917
-15.379853,-1.2136941,10.824233
6.448497,-0.88639116,15.617263
5.155771,-2.5105584,2.599321
-7.816856,1.9133619,-5.3042393
-10.749515,-13.919677,0.6617115
14.531979,-2.5070295,5.312783
-15.235891,-10.119236,4.2392077
-0.031687103,-17.957361,3.7003672
-5.506273,-8.93233,9.205961
-11.1212845,-10.370248,8.164543
-5.211207,-0.042639714,-4.701682
-3.4095225,10.902997,5.2365704
5.235898,20.529968,3.1855934
-13.374193,-0.08404267,6.39525
1.079996,8.712021,7.4837914
7.5660644,0.19867015,4.8740244
-5.4171953,-11.670384,11.467191
-9.061396,2.003678,-3.4869225
13.910539,7.521321,3.4782786
-13.823156,10.087452,5.900761
-1.1154125,9.273429,13.609076
-7.433928,4.5057125,4.415951
-7.148559,17.12846,1.6544652
5.3196955,16.83126,5.1849427
12.145454,12.183193,3.320013
-9.256229,4.217929,9.447591
-4.861396,19.236893,8.158364
1.231685,-0.05690289,6.2095785
-7.0950313,4.514652,4.6579633
-2.757446,-20.056534,1.060651
0.028951103,2.8572087,7.7674813
-5.139709,14.862886,2.6765149
-5.0542245,14.502541,1.8295618
3.521261,-16.984238,3.8635144
-5.385677,20.594267,1.7518748
-8.693489,3.0067494,11.767134
-8.231697,-2.5275548,9.382724
1.0493851,-13.591645,6.264012
-17.413895,-5.443945,5.5298123
7.3083625,0.9592622,16.701431
-5.9846478,-4.528694,4.2755313
-1.885039,-11.194348,-2.0742764
5.0600524,-7.3652997,-5.7812862
0.14929023,8.881002,2.7264082
4.0415263,1.8897794,7.747862
-7.1981945,-11.997972,-2.2033527
-6.2834005,-8.347719,-0.26853332
-14.217419,2.172624,5.592503
1.2114059,-12.300594,11.9066515
-10.707247,-10.191217,12.480822
-5.223072,12.84107,4.9816813
-8.178573,5.140061,11.740651
-14.112895,-14.695643,-1.4527576
10.573795,14.758615,-5.107136
-4.956783,-7.9465246,-0.08400001
-1.78961,-7.220139,10.997748
-6.961087,12.331602,5.678257
-1.96323,4.0315146,9.680034
4.7934117,-2.732725,3.338229
-9.344013,-5.6597314,-3.001893
-11.74056,-7.2918415,-15.133113
16.91181,11.171352,-7.757483
-0.34703472,13.700118,9.569479
8.896937,0.28637972,-2.2194297
-0.3800078,3.5407917,8.171107
-13.167283,-4.7568054,4.276713
-0.07260819,15.972065,-12.877067
-0.5737129,-9.309175,9.214791
-2.9854877,-11.7480755,-3.2057762
-6.7629867,21.457506,0.4489251
-13.337349,-12.722552,8.784378
6.6441016,0.4374414,16.674604
10.982699,-1.6207911,11.241517
5.6907277,-8.106878,9.883637
-9.762603,-3.2118275,11.762294
-18.716457,-4.6832414,4.530964
4.2098765,6.434251,15.488782
10.699058,5.192874,4.765175
-9.117749,-14.300848,6.85618
0.23801763,-4.1295357,3.3735766
-14.470301,-0.46495086,-1.8867621
-14.809754,-9.202237,-0.08354803
-1.5885571,17.172977,13.484726
-4.2246733,15.106406,3.7996192
1.714167,-12.672795,12.593725
-0.5110663,7.9285946,2.4399486
-1.3626,17.998713,0.45524877
-9.87979,-0.10903611,10.054055
5.8446465,15.267611,7.647582
8.65683,16.381542,-4.4225554
17.819672,6.903251,-1.8778491
-9.371957,1.8847558,7.926947
0.6800059,16.513624,-12.121148
-1.7345016,-12.7932205,-2.6971269
7.1282234,-12.30639,-12.216815
-2.336564,4.0780897,18.74518
8.871018,13.278712,2.1239939
17.041508,8.684494,7.363261
-5.0054207,-5.3908024,7.333069
-4.5394206,4.1084285,-2.5106866
-0.1730794,14.792369,7.0500436
-0.3215531,8.469774,16.06112
1.4235082,-0.5891438,5.2163258
-1.491895,21.030933,-1.9629885
-2.1758497,13.479238,-0.34683833
4.1423464,-7.332746,11.502673
-9.622147,-11.808023,10.523692
9.484477,11.945046,11.791976
3.7622435,-13.797573,8.923472
7.193099,0.12976527,16.313059
11.795598,6.982547,14.0107765
-4.7799034,9.540768,4.2630806
-12.752085,-7.113716,-1.2767069
-1.5189563,17.204676,13.414102
-12.329947,-4.9176292,-7.660587
-0.13319197,-15.479488,7.180193
-10.217668,-10.962681,8.488133
6.2382193,-13.709344,4.204263
6.0099726,16.827995,8.384498
-3.3894343,10.479307,12.682536
-3.314035,-4.300292,-1.8911391
-12.88417,-10.716804,10.133458
-12.277135,12.335177,-0.33243144
7.174438,1.6045183,5.5059867
6.87327,-1.7517136,2.3227706
-3.6770856,18.801392,6.374459
-8.032279,-0.90566283,12.732859
3.5135987,-7.4760895,11.538633
6.5125957,-1.5850898,14.4657755
-1.725572,-7.567439,10.819647
9.021011,2.0631933,0.043937054
0.15093765,8.740998,3.0086532
-5.31357,10.299882,2.7368772
-6.4402933,12.508524,7.660462
-11.139867,-15.677257,11.47134
9.27558,11.653912,1.4458698
11.396126,7.009295,14.616923
7.5903854,-13.590899,0.57336414
-7.384023,15.6217165,-5.730845
-15.838785,-11.247088,3.5805323
-11.352305,-14.998337,-6.64714
9.662392,-1.9925766,10.743749
4.564015,-8.051345,8.503202
10.244673,15.981407,-7.601538
13.104996,-3.8540668,13.297227
-8.030506,-14.374586,-9.669858
-3.2594411,3.7533746,6.5353565
0.5315127,8.874853,3.5440242
-13.629285,-15.213341,7.861639
-14.8928585,-0.05148354,8.843433
-5.884136,12.455678,4.5778146
-13.50343,4.1239576,-6.97742
-6.7593503,5.5705457,4.8453174
-5.799035,1.1495694,-3.8417754
10.712216,15.152207,-3.2515152
8.0354805,9.588573,1.7420021
-14.328765,-0.11050232,-2.9027426
-2.5258756,4.2859516,-10.453396
14.616768,11.884241,-7.88664
-2.4119422,-1.2167951,8.134732
4.084387,-8.095147,-6.8487196
-8.301936,-8.326773,-4.7959375
14.342936,-3.9393706,13.514565
-4.5736847,-5.3398957,4.5157876
11.688681,-3.310512,11.102669
2.2997546,-17.15073,-0.93065363
-10.818376,-16.062004,-5.7025647
13.181368,1.2507252,10.552258
-16.576529,-5.2841196,3.0877192
-13.803164,0.34304297,7.4930954
9.949105,6.0058527,-4.531822
5.411376,5.584552,14.113803
3.1446662,9.4792,10.545121
-3.386672,0.13087264,12.298864
1.6759783,-16.353045,3.2818608
6.2197814,-6.6682553,1.2468256
7.0123196,-3.3143816,9.040682
-4.4582734,12.710721,6.347015
-4.7208123,0.65421665,14.6485
-10.802972,-14.406734,4.574988
-8.150352,-1.5242119,-6.3475356
-5.1305437,-6.5777087,-14.96835
3.576085,-15.880884,1.3863766
-7.4087434,-13.477697,-2.5325856
-7.182806,19.963247,4.641617
14.101761,-2.358253,4.887244
13.846406,9.48462,2.4552822
5.289487,-7.0987425,9.475952
-12.64174,-9.002589,5.043746
-15.037587,12.645886,4.9718556
15.097544,10.547355,3.4224994
-0.13412417,-6.63028,9.739008
-2.3053877,1.8042575,12.754984
12.841493,12.138329,3.904293
-11.395026,-6.3393383,-10.365087
-11.730228,-14.360235,-3.5305798
4.8010926,-0.6367013,7.8582597
-5.6795883,19.032738,-0.61862946
10.473102,15.794386,-7.7171493
7.116691,1.1575683,1.3349239
4.3495,11.673452,6.149503
-0.18399836,11.217837,4.4726124
-6.066134,-5.1034346,7.1873956
-0.42602572,15.766068,7.1179533
-18.686468,-3.0336788,7.7543917
-4.841756,-1.2990712,19.671713
2.3173883,-6.250221,13.4844675
-1.6172422,3.1707628,8.009519
10.403655,-0.8741301,12.374856
-14.379015,9.538527,-0.85811675
-2.7108262,15.595843,-2.7866
-2.1502764,0.5551829,14.611931
3.28978,6.3261085,1.7336068
-0.9790677,12.763989,1.714523
-17.285633,12.764059,-0.032718275
-7.097241,-12.448942,-2.0152388
-9.207175,-8.47601,-14.569264
-6.8513174,19.651955,6.201289
2.1115282,-12.2343025,0.56640345
-16.827665,-2.7347221,-8.517943
2.5202787,-2.1526918,16.831959
5.4772162,-4.657076,10.469108
2.199156,-2.8463695,10.88993
0.66425484,-12.354303,11.771563
7.8781652,14.171947,-4.010681
3.6330135,-15.842751,3.7533035
17.083447,6.6364756,-0.6982254
-15.804799,1.2388315,3.8846161
0.45092708,14.3481245,-3.3500302
1.4842249,-14.406654,10.345195
9.167844,-3.2875102,9.020206
15.216712,10.588198,5.2953243
-14.0566025,10.44458,4.74597
-0.121297844,16.584482,-10.876209
-11.648824,-0.07172816,-5.1760893
-12.880454,-14.866321,8.526594
-9.927004,12.124084,6.87514
15.011344,12.558608,-2.973845
15.750017,11.66044,-3.2104409
14.934623,11.901475,-6.830474
-0.4398886,-15.644869,7.9986095
-12.331377,-2.3068182,5.2853756
-5.2002354,14.016915,1.6935366
-8.9431505,11.693484,-2.2936711
17.122547,7.0058618,-0.8248939
-10.830807,-15.576424,11.23152
4.884479,-15.596157,-4.096674
12.757719,7.5780315,6.8852396
-2.562256,5.8271613,6.3122773
-10.231189,-6.202746,-11.631875
2.7586606,17.444498,4.0785995
8.309471,-11.424891,10.535501
-2.5042987,-2.5828385,7.3078446
7.285117,-1.4525328,7.738867
-9.047784,11.742525,7.4973884
1.2065402,2.687574,9.611231
1.2546841,-2.401481,1.9463816
15.188906,12.4728985,-7.1839266
10.601712,15.896129,-3.9628997
5.1958046,1.0320475,15.7142725
7.997268,-5.5770674,11.729217
3.8672,19.386213,1.1728156
-10.464343,-1.9467003,-8.034762
-3.592317,-11.777817,-8.39011
-0.33084854,3.5989997,19.53028
-4.3440876,-5.443259,-14.812451
-18.26682,-0.3718122,9.781828
10.531991,-12.12405,-1.8952538
14.767886,-3.8415732,5.204887
-8.924506,0.48217025,12.456291
-0.23729289,-10.128693,2.81762
-14.787981,0.6525943,9.656715
14.345212,6.880122,13.974257
16.99808,5.0989785,-2.140328
-4.9674883,-11.201083,9.546287
11.390879,-2.007702,10.985611
-6.299436,-5.2751465,8.633049
3.6721823,13.171143,1.3605227
-8.932487,-4.7083535,16.5706
-6.1409183,-5.610263,7.7325044
13.205273,10.007086,4.157999
0.5481622,13.858532,-10.883794
